claim_id,policyholder_id,claim_type,claim_amount,severity,status,claim_date,description
CL_001496,PH_000387,Auto,702.91,Low,Closed,2025-04-21 20:57:36.525610,Auto claim - Low severity
CL_001497,PH_000460,Health,284.91,Low,Closed,2022-05-14 20:57:36.525610,Health claim - Low severity
CL_001498,PH_000491,Disability,1314.96,Medium,Closed,2022-06-15 20:57:36.525610,Disability claim - Medium severity
CL_001499,PH_000411,Life,1453.15,Medium,Closed,2022-09-21 20:57:36.525610,Life claim - Medium severity
CL_001500,PH_000519,Property,10539.23,Critical,Closed,2020-11-03 20:57:36.525610,Property claim - Critical severity
CL_001501,PH_000709,Auto,3631.53,High,Under Review,2023-05-17 20:57:36.525610,Auto claim - High severity
CL_001502,PH_000557,Auto,7801.07,High,Open,2025-07-06 20:57:36.525610,Auto claim - High severity
CL_001503,PH_000810,Health,224.1,Low,Closed,2023-09-14 20:57:36.526610,Health claim - Low severity
CL_001504,PH_000719,Property,1045.11,Medium,Open,2021-03-01 20:57:36.526610,Property claim - Medium severity
CL_001505,PH_000550,Auto,221.72,Low,Closed,2022-05-22 20:57:36.526610,Auto claim - Low severity
CL_001506,PH_000654,Health,371.74,Low,Closed,2025-03-29 20:57:36.526610,Health claim - Low severity
CL_001507,PH_000112,Health,4581.8,High,Closed,2021-05-29 20:57:36.526610,Health claim - High severity
CL_001508,PH_000255,Health,411.0,Low,Closed,2022-01-12 20:57:36.526610,Health claim - Low severity
CL_001509,PH_000681,Health,1422.74,Medium,Under Review,2023-09-23 20:57:36.526610,Health claim - Medium severity
CL_001510,PH_000171,Auto,529.62,Medium,Closed,2022-02-02 20:57:36.526610,Auto claim - Medium severity
CL_001511,PH_000628,Disability,1705.24,Medium,Closed,2025-06-21 20:57:36.526610,Disability claim - Medium severity
CL_001512,PH_000577,Auto,1888.37,Medium,Closed,2022-02-06 20:57:36.526610,Auto claim - Medium severity
CL_001513,PH_000694,Auto,586.4,Low,Under Review,2022-02-03 20:57:36.526610,Auto claim - Low severity
CL_001514,PH_000410,Health,361.16,Low,Closed,2021-07-01 20:57:36.526610,Health claim - Low severity
CL_001515,PH_000340,Health,375.49,Low,Closed,2021-04-03 20:57:36.526610,Health claim - Low severity
CL_001516,PH_000441,Auto,285.76,Low,Closed,2025-02-15 20:57:36.526610,Auto claim - Low severity
CL_001517,PH_000011,Auto,1216.14,Medium,Closed,2025-03-02 20:57:36.526610,Auto claim - Medium severity
CL_001518,PH_000265,Property,420.96,Low,Denied,2024-06-22 20:57:36.526610,Property claim - Low severity
CL_001519,PH_000523,Auto,723.83,Medium,Closed,2021-07-13 20:57:36.526610,Auto claim - Medium severity
CL_001520,PH_000532,Auto,16065.71,Critical,Closed,2022-08-04 20:57:36.526610,Auto claim - Critical severity
CL_001521,PH_000595,Auto,1210.37,Medium,Closed,2021-11-11 20:57:36.526610,Auto claim - Medium severity
CL_001522,PH_000590,Property,952.71,Medium,Closed,2024-06-24 20:57:36.526610,Property claim - Medium severity
CL_001523,PH_000457,Property,455.88,Low,Closed,2023-08-15 20:57:36.526610,Property claim - Low severity
CL_001524,PH_000401,Auto,6405.83,Critical,Denied,2023-02-14 20:57:36.526610,Auto claim - Critical severity
CL_001525,PH_000791,Auto,261.96,Low,Closed,2021-11-28 20:57:36.526610,Auto claim - Low severity
CL_001526,PH_000603,Life,326.42,Low,Closed,2021-11-05 20:57:36.526610,Life claim - Low severity
CL_001527,PH_000513,Life,1235.56,Medium,Denied,2024-11-15 20:57:36.526610,Life claim - Medium severity
CL_001528,PH_000354,Property,461.15,Low,Open,2025-07-31 20:57:36.526610,Property claim - Low severity
CL_001529,PH_000495,Property,1481.47,Medium,Closed,2025-02-17 20:57:36.526610,Property claim - Medium severity
CL_001530,PH_000303,Disability,4074.16,High,Closed,2023-05-22 20:57:36.526610,Disability claim - High severity
CL_001531,PH_000943,Auto,5442.18,Critical,Closed,2025-03-28 20:57:36.526610,Auto claim - Critical severity
CL_001532,PH_000119,Auto,1684.17,Medium,Open,2021-01-21 20:57:36.526610,Auto claim - Medium severity
CL_001533,PH_000964,Auto,335.77,Low,Under Review,2021-08-16 20:57:36.526610,Auto claim - Low severity
CL_001534,PH_000146,Auto,505.38,Low,Open,2023-10-07 20:57:36.526610,Auto claim - Low severity
CL_001535,PH_000320,Auto,495.34,Low,Under Review,2023-10-18 20:57:36.526610,Auto claim - Low severity
CL_001536,PH_000467,Life,308.61,Low,Closed,2021-04-27 20:57:36.526610,Life claim - Low severity
CL_001537,PH_000212,Property,1119.73,Medium,Closed,2022-10-18 20:57:36.527609,Property claim - Medium severity
CL_001538,PH_000495,Auto,594.49,Low,Under Review,2023-10-07 20:57:36.527609,Auto claim - Low severity
CL_001539,PH_000488,Health,356.61,Low,Closed,2025-03-04 20:57:36.527609,Health claim - Low severity
CL_001540,PH_000449,Auto,1398.47,High,Closed,2021-09-02 20:57:36.527609,Auto claim - High severity
CL_001541,PH_000714,Property,3065.89,High,Closed,2023-03-08 20:57:36.527609,Property claim - High severity
CL_001542,PH_000327,Auto,6415.13,High,Closed,2025-05-05 20:57:36.527609,Auto claim - High severity
CL_001543,PH_000308,Auto,280.41,Low,Closed,2025-06-20 20:57:36.527609,Auto claim - Low severity
CL_001544,PH_000830,Disability,1114.73,Medium,Under Review,2021-09-25 20:57:36.527609,Disability claim - Medium severity
CL_001545,PH_000118,Property,575.66,Low,Closed,2025-08-04 20:57:36.527609,Property claim - Low severity
CL_001546,PH_000870,Auto,203.17,Low,Closed,2023-10-18 20:57:36.527609,Auto claim - Low severity
CL_001547,PH_000664,Auto,2007.29,Medium,Under Review,2025-02-08 20:57:36.527609,Auto claim - Medium severity
CL_001548,PH_000694,Auto,506.78,Low,Denied,2021-03-26 20:57:36.527609,Auto claim - Low severity
CL_001549,PH_000169,Property,211.42,Low,Closed,2021-07-26 20:57:36.527609,Property claim - Low severity
CL_001550,PH_000250,Health,433.26,Medium,Closed,2022-10-29 20:57:36.527609,Health claim - Medium severity
CL_001551,PH_000179,Auto,1222.19,Medium,Open,2022-08-16 20:57:36.527609,Auto claim - Medium severity
CL_001552,PH_000164,Property,920.6,Medium,Closed,2023-11-12 20:57:36.527609,Property claim - Medium severity
CL_001553,PH_000574,Health,476.52,Low,Closed,2023-04-30 20:57:36.527609,Health claim - Low severity
CL_001554,PH_000982,Auto,2372.08,High,Closed,2023-02-16 20:57:36.527609,Auto claim - High severity
CL_001555,PH_000238,Auto,10639.26,Critical,Under Review,2021-03-31 20:57:36.527609,Auto claim - Critical severity
CL_001556,PH_000415,Auto,1219.66,Medium,Closed,2022-03-10 20:57:36.527609,Auto claim - Medium severity
CL_001557,PH_000189,Auto,781.99,Medium,Under Review,2024-09-03 20:57:36.527609,Auto claim - Medium severity
CL_001558,PH_000656,Life,200.91,Low,Denied,2022-01-12 20:57:36.527609,Life claim - Low severity
CL_001559,PH_000443,Auto,275.13,Low,Closed,2023-07-02 20:57:36.527609,Auto claim - Low severity
CL_001560,PH_000030,Auto,2300.62,High,Denied,2021-08-01 20:57:36.527609,Auto claim - High severity
CL_001561,PH_000629,Health,479.4,Low,Closed,2020-10-07 20:57:36.527609,Health claim - Low severity
CL_001562,PH_000203,Health,1406.45,Medium,Closed,2023-03-14 20:57:36.527609,Health claim - Medium severity
CL_001563,PH_000607,Auto,467.85,Low,Closed,2023-04-24 20:57:36.527609,Auto claim - Low severity
CL_001564,PH_000399,Auto,333.19,Low,Under Review,2025-09-10 20:57:36.527609,Auto claim - Low severity
CL_001565,PH_000722,Property,313.86,Low,Closed,2024-07-07 20:57:36.527609,Property claim - Low severity
CL_001566,PH_000211,Disability,1703.19,Medium,Closed,2024-02-27 20:57:36.527609,Disability claim - Medium severity
CL_001567,PH_000771,Health,310.49,Low,Closed,2021-10-09 20:57:36.527609,Health claim - Low severity
CL_001568,PH_000829,Auto,334.6,Low,Closed,2021-04-03 20:57:36.527609,Auto claim - Low severity
CL_001569,PH_000065,Auto,366.48,Low,Closed,2022-06-25 20:57:36.527609,Auto claim - Low severity
CL_001570,PH_000105,Life,322.66,Low,Under Review,2021-03-27 20:57:36.527609,Life claim - Low severity
CL_001571,PH_000893,Auto,5797.75,High,Closed,2022-09-16 20:57:36.528609,Auto claim - High severity
CL_001572,PH_000192,Property,3264.73,High,Closed,2023-09-01 20:57:36.528609,Property claim - High severity
CL_001573,PH_000334,Property,182.0,Low,Closed,2024-08-12 20:57:36.528609,Property claim - Low severity
CL_001574,PH_000469,Auto,2580.56,High,Closed,2025-01-29 20:57:36.528609,Auto claim - High severity
CL_001575,PH_000269,Auto,1402.4,Medium,Closed,2021-12-16 20:57:36.528609,Auto claim - Medium severity
CL_001576,PH_000884,Auto,3552.57,Medium,Open,2022-12-22 20:57:36.528609,Auto claim - Medium severity
CL_001577,PH_000541,Life,572.28,Medium,Closed,2022-02-19 20:57:36.528609,Life claim - Medium severity
CL_001578,PH_000321,Auto,818.87,Medium,Denied,2022-05-16 20:57:36.528609,Auto claim - Medium severity
CL_001579,PH_000398,Life,7923.95,Critical,Closed,2022-04-17 20:57:36.528609,Life claim - Critical severity
CL_001580,PH_000402,Auto,1350.56,Medium,Open,2022-06-05 20:57:36.528609,Auto claim - Medium severity
CL_001581,PH_000117,Auto,453.93,Low,Denied,2023-10-08 20:57:36.528609,Auto claim - Low severity
CL_001582,PH_000361,Life,1727.79,Medium,Open,2020-12-23 20:57:36.528609,Life claim - Medium severity
CL_001583,PH_000469,Auto,343.43,Low,Closed,2022-04-04 20:57:36.528609,Auto claim - Low severity
CL_001584,PH_000177,Property,326.97,Low,Closed,2021-02-26 20:57:36.528609,Property claim - Low severity
CL_001585,PH_000690,Health,350.47,Low,Closed,2021-10-05 20:57:36.528609,Health claim - Low severity
CL_001586,PH_000820,Health,236.3,Low,Closed,2024-01-19 20:57:36.528609,Health claim - Low severity
CL_001587,PH_000941,Health,943.67,Medium,Closed,2022-04-10 20:57:36.528609,Health claim - Medium severity
CL_001588,PH_000605,Auto,1838.28,Medium,Under Review,2025-03-30 20:57:36.528609,Auto claim - Medium severity
CL_001589,PH_000689,Health,428.46,Low,Closed,2024-12-19 20:57:36.528609,Health claim - Low severity
CL_001590,PH_000321,Disability,1598.05,Medium,Closed,2025-01-21 20:57:36.528609,Disability claim - Medium severity
CL_001591,PH_000245,Life,702.43,Low,Denied,2024-01-03 20:57:36.528609,Life claim - Low severity
CL_001592,PH_000120,Auto,694.17,Medium,Closed,2024-09-10 20:57:36.528609,Auto claim - Medium severity
CL_001593,PH_000383,Property,525.07,Low,Closed,2021-10-30 20:57:36.528609,Property claim - Low severity
CL_001594,PH_000145,Life,1262.68,Medium,Closed,2022-11-08 20:57:36.528609,Life claim - Medium severity
CL_001595,PH_000398,Auto,974.56,Medium,Closed,2023-05-17 20:57:36.528609,Auto claim - Medium severity
CL_001596,PH_000611,Disability,253.57,Low,Closed,2024-12-11 20:57:36.528609,Disability claim - Low severity
CL_001597,PH_000589,Auto,506.4,Low,Under Review,2023-07-27 20:57:36.528609,Auto claim - Low severity
CL_001598,PH_000434,Auto,465.73,Medium,Closed,2024-09-04 20:57:36.528609,Auto claim - Medium severity
CL_001599,PH_000499,Auto,6949.01,Critical,Under Review,2022-02-26 20:57:36.529610,Auto claim - Critical severity
CL_001600,PH_000551,Property,399.75,Low,Closed,2021-10-30 20:57:36.529610,Property claim - Low severity
CL_001601,PH_000942,Health,271.69,Low,Under Review,2022-02-06 20:57:36.529610,Health claim - Low severity
CL_001602,PH_000954,Property,446.74,Low,Closed,2024-09-30 20:57:36.529610,Property claim - Low severity
CL_001603,PH_000569,Property,2785.28,High,Closed,2024-10-13 20:57:36.529610,Property claim - High severity
CL_001604,PH_000502,Property,302.9,Low,Closed,2024-02-06 20:57:36.529610,Property claim - Low severity
CL_001605,PH_000144,Property,1649.62,Medium,Closed,2024-09-01 20:57:36.529610,Property claim - Medium severity
CL_001606,PH_000323,Disability,533.15,Medium,Denied,2020-12-30 20:57:36.529610,Disability claim - Medium severity
CL_001607,PH_000462,Property,523.48,Low,Open,2022-03-31 20:57:36.529610,Property claim - Low severity
CL_001608,PH_000055,Property,420.67,Low,Denied,2020-11-12 20:57:36.529610,Property claim - Low severity
CL_001609,PH_000368,Auto,1117.47,Medium,Closed,2025-08-31 20:57:36.529610,Auto claim - Medium severity
CL_001610,PH_000497,Life,1258.56,Medium,Closed,2024-12-14 20:57:36.529610,Life claim - Medium severity
CL_001611,PH_000200,Property,1057.63,Medium,Closed,2021-02-23 20:57:36.529610,Property claim - Medium severity
CL_001612,PH_000394,Health,8624.13,Critical,Closed,2022-07-27 20:57:36.529610,Health claim - Critical severity
CL_001613,PH_000518,Auto,775.02,Low,Under Review,2022-01-21 20:57:36.529610,Auto claim - Low severity
CL_001614,PH_000507,Auto,8744.39,Critical,Open,2023-06-05 20:57:36.529610,Auto claim - Critical severity
CL_001615,PH_000702,Auto,194.11,Low,Closed,2022-12-17 20:57:36.529610,Auto claim - Low severity
CL_001616,PH_000426,Health,278.07,Low,Closed,2021-09-26 20:57:36.529610,Health claim - Low severity
CL_001617,PH_000861,Health,306.86,Low,Closed,2023-03-25 20:57:36.529610,Health claim - Low severity
CL_001618,PH_000501,Property,369.33,Low,Closed,2024-10-12 20:57:36.529610,Property claim - Low severity
CL_001619,PH_000085,Auto,4044.31,High,Open,2022-07-20 20:57:36.529610,Auto claim - High severity
CL_001620,PH_000032,Health,524.8,Medium,Denied,2021-04-04 20:57:36.529610,Health claim - Medium severity
CL_001621,PH_000780,Auto,3113.02,High,Closed,2024-06-25 20:57:36.529610,Auto claim - High severity
CL_001622,PH_000300,Health,1838.72,Medium,Closed,2025-07-15 20:57:36.529610,Health claim - Medium severity
CL_001623,PH_000282,Life,749.4,Medium,Denied,2024-06-16 20:57:36.529610,Life claim - Medium severity
CL_001624,PH_000551,Disability,232.33,Low,Under Review,2024-02-06 20:57:36.530609,Disability claim - Low severity
CL_001625,PH_000173,Property,2522.42,High,Closed,2021-05-05 20:57:36.530609,Property claim - High severity
CL_001626,PH_000469,Property,219.23,Low,Closed,2022-07-19 20:57:36.530609,Property claim - Low severity
CL_001627,PH_000761,Property,356.58,Low,Closed,2021-05-21 20:57:36.530609,Property claim - Low severity
CL_001628,PH_000785,Auto,982.79,Medium,Closed,2022-12-10 20:57:36.530609,Auto claim - Medium severity
CL_001629,PH_000563,Property,2315.06,High,Closed,2022-11-08 20:57:36.530609,Property claim - High severity
CL_001630,PH_000116,Property,1057.5,Medium,Closed,2022-07-05 20:57:36.530609,Property claim - Medium severity
CL_001631,PH_000117,Property,11297.17,High,Closed,2024-03-20 20:57:36.530609,Property claim - High severity
CL_001632,PH_000794,Disability,940.94,Low,Closed,2022-09-03 20:57:36.530609,Disability claim - Low severity
CL_001633,PH_000844,Auto,2180.7,Medium,Closed,2023-08-30 20:57:36.530609,Auto claim - Medium severity
CL_001634,PH_000556,Auto,367.66,Low,Closed,2021-02-08 20:57:36.530609,Auto claim - Low severity
CL_001635,PH_000775,Auto,983.74,High,Closed,2025-06-26 20:57:36.530609,Auto claim - High severity
CL_001636,PH_000779,Health,778.43,Medium,Denied,2021-09-08 20:57:36.530609,Health claim - Medium severity
CL_001637,PH_000452,Auto,333.79,Low,Denied,2022-08-28 20:57:36.530609,Auto claim - Low severity
CL_001638,PH_000224,Auto,1683.04,High,Closed,2023-05-03 20:57:36.530609,Auto claim - High severity
CL_001639,PH_000105,Property,5910.92,High,Closed,2021-08-04 20:57:36.530609,Property claim - High severity
CL_001640,PH_000850,Auto,6328.66,High,Closed,2022-01-20 20:57:36.530609,Auto claim - High severity
CL_001641,PH_000770,Auto,2681.27,High,Open,2024-05-01 20:57:36.530609,Auto claim - High severity
CL_001642,PH_000305,Property,632.62,Medium,Denied,2020-10-24 20:57:36.530609,Property claim - Medium severity
CL_001643,PH_000034,Life,8454.03,Critical,Closed,2023-03-13 20:57:36.530609,Life claim - Critical severity
CL_001644,PH_000270,Disability,926.64,Medium,Closed,2023-10-07 20:57:36.530609,Disability claim - Medium severity
CL_001645,PH_000883,Auto,306.61,Low,Closed,2021-02-20 20:57:36.530609,Auto claim - Low severity
CL_001646,PH_000090,Auto,208.51,Low,Closed,2023-04-04 20:57:36.530609,Auto claim - Low severity
CL_001647,PH_000887,Property,2508.19,Medium,Closed,2025-01-22 20:57:36.530609,Property claim - Medium severity
CL_001648,PH_000795,Auto,197.29,Low,Closed,2021-03-02 20:57:36.530609,Auto claim - Low severity
CL_001649,PH_000243,Auto,549.39,Low,Denied,2024-07-17 20:57:36.530609,Auto claim - Low severity
CL_001650,PH_000831,Auto,3943.03,High,Closed,2021-08-01 20:57:36.530609,Auto claim - High severity
CL_001651,PH_000603,Property,451.76,Low,Closed,2021-11-08 20:57:36.531609,Property claim - Low severity
CL_001652,PH_000360,Auto,271.04,Low,Closed,2020-11-21 20:57:36.531609,Auto claim - Low severity
CL_001653,PH_000728,Auto,311.09,Low,Closed,2022-04-19 20:57:36.531609,Auto claim - Low severity
CL_001654,PH_000648,Property,269.36,Low,Under Review,2023-04-27 20:57:36.531609,Property claim - Low severity
CL_001655,PH_000170,Auto,710.97,Medium,Closed,2022-04-07 20:57:36.531609,Auto claim - Medium severity
CL_001656,PH_000143,Health,2683.93,High,Closed,2021-04-26 20:57:36.531609,Health claim - High severity
CL_001657,PH_000212,Auto,2270.41,High,Denied,2021-02-26 20:57:36.531609,Auto claim - High severity
CL_001658,PH_000212,Auto,3228.94,High,Denied,2021-03-15 20:57:36.531609,Auto claim - High severity
CL_001659,PH_000061,Life,870.81,Low,Closed,2022-07-10 20:57:36.531609,Life claim - Low severity
CL_001660,PH_000360,Health,8233.29,High,Denied,2022-09-25 20:57:36.531609,Health claim - High severity
CL_001661,PH_000288,Property,418.15,Low,Under Review,2022-05-16 20:57:36.531609,Property claim - Low severity
CL_001662,PH_000552,Property,791.87,Low,Closed,2024-10-10 20:57:36.531609,Property claim - Low severity
CL_001663,PH_000332,Health,2529.01,High,Closed,2021-10-09 20:57:36.531609,Health claim - High severity
CL_001664,PH_000300,Health,513.97,Low,Denied,2024-02-05 20:57:36.531609,Health claim - Low severity
CL_001665,PH_000587,Auto,1051.18,Medium,Denied,2024-03-21 20:57:36.531609,Auto claim - Medium severity
CL_001666,PH_000976,Auto,9444.53,Critical,Closed,2020-11-27 20:57:36.531609,Auto claim - Critical severity
CL_001667,PH_000527,Disability,315.35,Low,Closed,2021-11-28 20:57:36.531609,Disability claim - Low severity
CL_001668,PH_000835,Disability,680.66,Low,Closed,2025-03-08 20:57:36.531609,Disability claim - Low severity
CL_001669,PH_000139,Auto,6099.39,High,Under Review,2021-07-06 20:57:36.531609,Auto claim - High severity
CL_001670,PH_000805,Disability,1932.38,High,Closed,2023-05-31 20:57:36.531609,Disability claim - High severity
CL_001671,PH_000941,Auto,367.65,Low,Closed,2025-05-21 20:57:36.531609,Auto claim - Low severity
CL_001672,PH_000284,Life,2767.39,High,Closed,2020-11-09 20:57:36.531609,Life claim - High severity
CL_001673,PH_000672,Disability,813.3,Low,Closed,2025-01-03 20:57:36.531609,Disability claim - Low severity
CL_001674,PH_000719,Property,1126.27,Medium,Denied,2020-11-11 20:57:36.531609,Property claim - Medium severity
CL_001675,PH_000136,Life,2202.76,High,Closed,2024-04-26 20:57:36.531609,Life claim - High severity
CL_001676,PH_000150,Auto,2950.6,High,Closed,2021-09-24 20:57:36.531609,Auto claim - High severity
CL_001677,PH_000330,Life,416.38,Low,Closed,2021-01-27 20:57:36.531609,Life claim - Low severity
CL_001678,PH_000254,Auto,1153.52,Medium,Open,2021-06-13 20:57:36.532610,Auto claim - Medium severity
CL_001679,PH_000864,Life,4322.36,Medium,Open,2021-12-05 20:57:36.532610,Life claim - Medium severity
CL_001680,PH_000403,Auto,3699.07,Medium,Closed,2022-12-22 20:57:36.532610,Auto claim - Medium severity
CL_001681,PH_000146,Auto,573.58,Low,Closed,2022-06-25 20:57:36.532610,Auto claim - Low severity
CL_001682,PH_000648,Health,1956.94,High,Closed,2024-03-18 20:57:36.532610,Health claim - High severity
CL_001683,PH_000643,Auto,3327.36,High,Closed,2023-05-25 20:57:36.532610,Auto claim - High severity
CL_001684,PH_000385,Disability,1388.47,Medium,Open,2023-03-09 20:57:36.532610,Disability claim - Medium severity
CL_001685,PH_000078,Health,9724.03,Critical,Denied,2022-03-02 20:57:36.532610,Health claim - Critical severity
CL_001686,PH_000814,Property,7438.76,High,Closed,2020-10-13 20:57:36.532610,Property claim - High severity
CL_001687,PH_000788,Health,731.17,Low,Closed,2025-03-13 20:57:36.532610,Health claim - Low severity
CL_001688,PH_000413,Life,898.99,Medium,Closed,2022-10-30 20:57:36.532610,Life claim - Medium severity
CL_001689,PH_000768,Life,7377.58,Critical,Closed,2024-02-28 20:57:36.532610,Life claim - Critical severity
CL_001690,PH_000712,Life,865.84,Low,Closed,2020-10-19 20:57:36.532610,Life claim - Low severity
CL_001691,PH_000378,Property,681.02,Low,Closed,2023-03-03 20:57:36.532610,Property claim - Low severity
CL_001692,PH_000974,Health,344.93,Low,Open,2022-12-25 20:57:36.532610,Health claim - Low severity
CL_001693,PH_000336,Health,1572.12,Medium,Under Review,2022-06-16 20:57:36.532610,Health claim - Medium severity
CL_001694,PH_000003,Property,2006.86,Medium,Open,2020-11-05 20:57:36.532610,Property claim - Medium severity
CL_001695,PH_000793,Life,720.88,Low,Closed,2020-12-20 20:57:36.532610,Life claim - Low severity
CL_001696,PH_000751,Auto,893.92,Low,Closed,2025-03-13 20:57:36.532610,Auto claim - Low severity
CL_001697,PH_000749,Auto,354.36,Medium,Denied,2023-02-24 20:57:36.532610,Auto claim - Medium severity
CL_001698,PH_000651,Health,916.61,Medium,Closed,2021-12-29 20:57:36.532610,Health claim - Medium severity
CL_001699,PH_000715,Auto,754.86,Low,Closed,2023-09-17 20:57:36.532610,Auto claim - Low severity
CL_001700,PH_000871,Health,476.97,Low,Closed,2025-05-13 20:57:36.532610,Health claim - Low severity
CL_001701,PH_000815,Auto,7881.73,Critical,Closed,2022-09-21 20:57:36.532610,Auto claim - Critical severity
CL_001702,PH_000408,Auto,5833.23,High,Under Review,2024-06-30 20:57:36.532610,Auto claim - High severity
CL_001703,PH_000992,Auto,1131.79,Medium,Closed,2023-04-24 20:57:36.532610,Auto claim - Medium severity
CL_001704,PH_000845,Health,1063.01,Medium,Closed,2024-07-13 20:57:36.532610,Health claim - Medium severity
CL_001705,PH_000507,Health,524.49,Low,Open,2024-03-19 20:57:36.532610,Health claim - Low severity
CL_001706,PH_000331,Property,633.72,Medium,Closed,2021-01-27 20:57:36.532610,Property claim - Medium severity
CL_001707,PH_000291,Health,280.35,Low,Closed,2023-10-29 20:57:36.532610,Health claim - Low severity
CL_001708,PH_000561,Auto,620.47,Medium,Closed,2022-06-24 20:57:36.532610,Auto claim - Medium severity
CL_001709,PH_000134,Property,2145.11,High,Closed,2022-07-18 20:57:36.532610,Property claim - High severity
CL_001710,PH_000873,Property,10148.98,Critical,Closed,2022-12-31 20:57:36.532610,Property claim - Critical severity
CL_001711,PH_000808,Health,3831.46,High,Closed,2023-10-17 20:57:36.533609,Health claim - High severity
CL_001712,PH_000916,Property,645.86,Low,Closed,2021-11-22 20:57:36.533609,Property claim - Low severity
CL_001713,PH_000781,Health,628.8,Low,Closed,2025-06-12 20:57:36.533609,Health claim - Low severity
CL_001714,PH_000048,Property,1433.48,Medium,Under Review,2025-02-28 20:57:36.533609,Property claim - Medium severity
CL_001715,PH_000642,Auto,2141.21,Medium,Closed,2021-04-28 20:57:36.533609,Auto claim - Medium severity
CL_001716,PH_000857,Auto,629.41,Low,Closed,2023-02-21 20:57:36.533609,Auto claim - Low severity
CL_001717,PH_000017,Auto,898.35,Low,Closed,2025-01-08 20:57:36.533609,Auto claim - Low severity
CL_001718,PH_000952,Health,356.26,Low,Closed,2020-11-28 20:57:36.533609,Health claim - Low severity
CL_001719,PH_000162,Property,216.09,Low,Closed,2023-03-31 20:57:36.533609,Property claim - Low severity
CL_001720,PH_000468,Property,648.24,Low,Closed,2025-09-18 20:57:36.533609,Property claim - Low severity
CL_001721,PH_000982,Health,3530.86,High,Denied,2023-04-27 20:57:36.533609,Health claim - High severity
CL_001722,PH_000208,Health,3017.75,High,Closed,2021-11-09 20:57:36.533609,Health claim - High severity
CL_001723,PH_000932,Property,360.19,Low,Closed,2024-12-23 20:57:36.533609,Property claim - Low severity
CL_001724,PH_000904,Health,349.48,Low,Closed,2022-01-27 20:57:36.533609,Health claim - Low severity
CL_001725,PH_000310,Property,12570.49,Critical,Closed,2024-10-29 20:57:36.533609,Property claim - Critical severity
CL_001726,PH_000896,Auto,3102.66,High,Closed,2020-10-20 20:57:36.533609,Auto claim - High severity
CL_001727,PH_000281,Life,1112.35,Medium,Closed,2025-03-12 20:57:36.533609,Life claim - Medium severity
CL_001728,PH_000671,Auto,117.69,Low,Closed,2023-09-12 20:57:36.533609,Auto claim - Low severity
CL_001729,PH_000257,Property,6271.96,High,Closed,2025-04-04 20:57:36.533609,Property claim - High severity
CL_001730,PH_000381,Life,1501.64,Medium,Closed,2021-12-29 20:57:36.533609,Life claim - Medium severity
CL_001731,PH_000926,Auto,884.06,Medium,Under Review,2022-01-30 20:57:36.533609,Auto claim - Medium severity
CL_001732,PH_000170,Life,871.39,Medium,Closed,2025-06-05 20:57:36.533609,Life claim - Medium severity
CL_001733,PH_000406,Health,601.02,Low,Closed,2022-03-18 20:57:36.533609,Health claim - Low severity
CL_001734,PH_000313,Auto,268.72,Low,Closed,2021-08-25 20:57:36.533609,Auto claim - Low severity
CL_001735,PH_000717,Auto,2310.16,Medium,Closed,2021-06-26 20:57:36.533609,Auto claim - Medium severity
CL_001736,PH_000240,Property,1741.64,Medium,Closed,2023-04-24 20:57:36.533609,Property claim - Medium severity
CL_001737,PH_000672,Health,8285.41,Critical,Under Review,2025-03-17 20:57:36.533609,Health claim - Critical severity
CL_001738,PH_000721,Health,910.66,Medium,Closed,2025-03-09 20:57:36.533609,Health claim - Medium severity
CL_001739,PH_000002,Health,272.69,Low,Open,2024-07-09 20:57:36.533609,Health claim - Low severity
CL_001740,PH_000489,Property,538.87,Low,Under Review,2025-04-13 20:57:36.533609,Property claim - Low severity
CL_001741,PH_000136,Health,170.63,Low,Closed,2022-05-23 20:57:36.533609,Health claim - Low severity
CL_001742,PH_000232,Property,10593.36,Critical,Denied,2022-10-22 20:57:36.533609,Property claim - Critical severity
CL_001743,PH_000697,Auto,288.37,Low,Closed,2023-03-23 20:57:36.533609,Auto claim - Low severity
CL_001744,PH_000010,Property,1477.17,Medium,Closed,2025-09-03 20:57:36.533609,Property claim - Medium severity
CL_001745,PH_000713,Auto,543.57,Medium,Closed,2023-10-17 20:57:36.533609,Auto claim - Medium severity
CL_001746,PH_000837,Auto,339.05,Low,Closed,2025-01-16 20:57:36.534608,Auto claim - Low severity
CL_001747,PH_000881,Auto,284.45,Low,Closed,2023-05-09 20:57:36.534608,Auto claim - Low severity
CL_001748,PH_000711,Disability,1389.72,Medium,Denied,2024-12-23 20:57:36.534608,Disability claim - Medium severity
CL_001749,PH_000490,Auto,1674.65,Medium,Closed,2025-04-27 20:57:36.534608,Auto claim - Medium severity
CL_001750,PH_000235,Health,2781.99,High,Denied,2023-07-28 20:57:36.534608,Health claim - High severity
CL_001751,PH_000092,Auto,974.5,Medium,Closed,2021-08-15 20:57:36.534608,Auto claim - Medium severity
CL_001752,PH_000826,Auto,958.67,Low,Under Review,2025-02-22 20:57:36.534608,Auto claim - Low severity
CL_001753,PH_000106,Property,4738.61,High,Closed,2023-12-18 20:57:36.534608,Property claim - High severity
CL_001754,PH_000377,Auto,941.81,Medium,Closed,2020-10-11 20:57:36.534608,Auto claim - Medium severity
